false	i see. When we finish we have loads of loans to pay
false	Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"
false	I see a cup of coffee animation
false	Please don't text me anymore. I have nothing else to say.
false	Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
false	I'm still looking for a car to buy. And have not gone 4the driving test yet.
false	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
false	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
false	Umma my life and vava umma love you lot dear
false	Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
false	Aight, I'll hit you up when I get some cash
false	How would my ip address test that considering my computer isn't a minecraft server
false	I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
false	Dont worry. I guess he's busy.
false	What is the plural of the noun research?
false	Going for dinner.msg you after.
false	I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
true	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
false	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
false	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
true	You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
false	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
false	Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
true	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
true	URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
false	here is my new address -apples&pairs&all that malarky
true	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
false	I am going to sao mu today. Will be done only at 12 
false	Ü predict wat time ü'll finish buying?
false	Good stuff, will do.
false	Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
false	Are you there in room.
false	HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
false	K..k:)how much does it cost?
false	I'm home.
false	Dear, will call Tmorrow.pls accomodate.
false	First answer my question.
true	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
true	Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
false	I only haf msn. It's yijue@hotmail.com
false	He is there. You call and meet him
false	No no. I will check all rooms befor activities
true	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
false	Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
false	K, text me when you're on the way
false	Sir, Waiting for your mail.
false	A swt thought: "Nver get tired of doing little things 4 lovable persons.." Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
false	I know you are. Can you pls open the back?
false	Yes see ya not on the dot
false	Whats the staff name who is taking class for us?
true	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
false	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
false	K..i deleted my contact that why?
false	Sindu got job in birla soft ..
false	The wine is flowing and i'm i have nevering..
false	Yup i thk cine is better cos no need 2 go down 2 plaza mah.
false	Ok... Ur typical reply...
false	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
false	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.
false	Aaooooright are you at work?
false	I'm leaving my house now...
false	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
true	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
true	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
false	Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
false	New car and house for my parents.:)i have only new job in hand:)
false	I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
true	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
true	BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu
false	I place all ur points on e cultures module already.
true	URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
false	Hi frnd, which is best way to avoid missunderstding wit our beloved one's?
false	Great escape. I fancy the bridge but needs her lager. See you tomo 
false	Yes :)it completely in out of form:)clark also utter waste.
false	Sir, I need AXIS BANK account no and bank address.
false	Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
false	What time you coming down later? 
false	Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... 
false	Well, i'm gonna finish my bath now. Have a good...fine night.
false	Let me know when you've got the money so carlos can make the call
false	U still going to the mall?
false	Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth
false	Text her. If she doesnt reply let me know so i can have her log in
false	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
false	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
false	Lol no. U can trust me.
false	ok. I am a gentleman and will treat you with dignity and respect.
false	He will, you guys close?
false	Going on nothing great.bye
false	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
false	Haha awesome, be there in a minute
true	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
false	Have you got Xmas radio times. If not i will get it now
false	I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
true	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
false	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
false	Hi :)finally i completed the course:)
false	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
false	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
false	Gud mrng dear hav a nice day
false	Did u got that persons story
false	is your falsester dead? Hey so tmr i meet you at 1pm orchard mrt? 
false	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
false	Found it, ENC  &lt;#&gt; , where you at?
false	I sent you  &lt;#&gt;  bucks
false	Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
false	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
false	Goodmorning sleeping ga.
false	U call me alter at 11 ok.
false	Ü say until like dat i dun buy ericsson oso cannot oredi lar...
false	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
false	Aight yo, dats straight dogg
false	You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
false	Both :) i shoot big loads so get ready!
false	What's up bruv, hope you had a great break. Do have a rewarding semester.
false	Home so we can always chat
false	K:)k:)good:)study well.
false	Yup... How ü noe leh...
false	Sounds great! Are you home now?
false	Finally the match heading towards draw as your prediction.
false	Tired. I haven't slept well the past few nights.
false	Easy ah?sen got selected means its good..
false	I have to take exam with march 3
false	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
false	Ok no prob. Take ur time.
false	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
false	Sorry, I'll call later
false	U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
true	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
false	Would really appreciate if you call me. Just need someone to talk to.
true	Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
false	Hey company elama po mudyadhu.
false	Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .
false	Dear good morning now only i am up
false	Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
false	Dear we are going to our rubber place
false	Sorry battery died, yeah I'm here
false	Yes:)here tv is always available in work place..
true	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
false	I have printed it oh. So  &lt;#&gt;  come upstairs
false	Or ill be a little closer like at the bus stop on the same street
false	Where are you?when wil you reach here?
false	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
true	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
false	Tomarrow final hearing on my laptop case so i cant.
false	PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
false	Okay. No no, just shining on. That was meant to be signing, but that sounds better.
false	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
false	U don't remember that old commercial?
false	Too late. I said i have the website. I didn't i have or dont have the slippers
false	I asked you to call him now ok
false	Kallis wont bat in 2nd innings.
false	It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
true	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
false	Ranjith cal drpd Deeraj and deepak 5min hold
false	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
false	What you doing?how are you?
false	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
false	I'm back, lemme know when you're ready
false	Don't necessarily expect it to be done before you get back though because I'm just now headin out
false	Mmm so yummy babe ... Nice jolt to the suzy
false	Where are you lover ? I need you ...
true	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
false	I‘m parked next to a MINI!!!! When are you coming in today do you think?
false	Yup
false	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
false	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
true	Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
false	Why you Dint come with us.
false	Same. Wana plan a trip sometme then
false	Not sure yet, still trying to get a hold of him
true	Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
false	The evo. I just had to download flash. Jealous?
true	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
false	Come to mu, we're sorting out our narcotics situation
false	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
true	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
false	Usf I guess, might as well take 1 car
false	No objection. My bf not coming.
false	Thanx...
false	Tell rob to mack his gf in the theater
false	Awesome, I'll see you in a bit
false	Just sent it. So what type of food do you like?
false	All done? All handed in? Celebrations in full swing yet?
false	You got called a tool?
false	"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch" gdeve..
false	Ok. I asked for money how far
false	Okie...
false	Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
false	K, I might come by tonight then if my class lets out early
false	Ok..
false	hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
false	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
false	Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.
false	Hey you told your name to gautfalse ah?
false	Haf u found him? I feel so stupid da v cam was working.
false	Oops. 4 got that bit.
false	Are you this much buzy
false	I accidentally deleted the message. Resend please.
true	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
false	Unless it's a situation where YOU GO GURL would be more appropriate
false	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
false	I cant pick the phone right now. Pls send a message
false	Need a coffee run tomo?Can't believe it's that time of week already
false	Awesome, I remember the last time we got somebody high for the first time with diesel :V
false	Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
false	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
false	He is a womdarfull actor
true	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
false	Yup... From what i remb... I think should be can book... 
false	Jos ask if u wana meet up?
false	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
true	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
false	Where are the garage keys? They aren't on the bookshelf
false	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
true	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
false	He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
false	Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
false	You made my day. Do have a great day too.
false	K.k:)advance happy pongal.
false	Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
false	Not really dude, have no friends i'm afraid :(
true	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
false	Coffee cake, i guess...
false	Merry Christmas to you too babe, i love ya *kisses*
false	Hey... Why dont we just go watch x men and have lunch... Haha 
false	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
false	That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
false	No problem. How are you doing?
false	No calls..messages..missed calls
false	Hi da:)how is the todays class?
false	I'd say that's a good sign but, well, you know my track record at reading women
false	Cool, text me when you're parked
false	I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
false	K.k:)apo k.good movie.
false	Maybe i could get book out tomo then return it immediately ..? Or something.
true	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
false	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
true	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
false	Ta-Daaaaa! I am home babe, are you still up ?
false	Cool. So how come you havent been wined and dined before?
false	Just sleeping..and surfing
false	Sorry, I'll call later
false	U calling me right? Call my hand phone...
false	Ok that's great thanx a lot.
false	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
false	Where u been hiding stranger?
false	Am not interested to do like that.
false	My sister cleared two round in birla soft yesterday.
false	Gudnite....tc...practice going on
false	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
false	One small prestige problem now.
true	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
false	Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
false	Nah can't help you there, I've never had an iphone
false	If you're not in my car in an hour and a half I'm going apeshit
false	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
false	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
false	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
false	Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.
true	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
true	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
false	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
false	Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
false	Ha ha cool cool chikku chikku:-):-DB-)
false	Oh ok no prob..
false	Check audrey's status right now
false	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
false	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always
false	Well i know Z will take care of me. So no worries.
true	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
true	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
false	Wat uniform? In where get?
false	Cool, text me when you're ready
false	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
false	I will spoil you in bed as well :)
false	I'm going for bath will msg you next  &lt;#&gt;  min..
false	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
true	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
false	Can you say what happen
false	You could have seen me..i did't recognise you Face.:)
false	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
false	Keep my payasam there if rinu brings
false	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
false	I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.
false	Yeah sure, give me a couple minutes to track down my wallet
false	Hey leave it. not a big deal:-) take care.
false	Hey i will be late ah... Meet you at 945+
true	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
false	It took Mr owl 3 licks
false	Customer place i will call you.
